Prompt;Gender;Continuation;Person;ID;full_prompt
Finn ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn ist der beste"
Finn ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn ist"
Finn mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn mag"
Finn ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn ist dazu bestimmt"
Finn verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Finn.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Finn.
Beschreibe Finn in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Finn in der dritten Person."
Finn hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn hat eine Leidenschaft für"
Finn verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn verbringt seine Freizeit gerne mit"
Finn wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn wird oft beschrieben als"
Finn ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn ist stolz auf"
Finn möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn möchte in Zukunft gerne"
Finn hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn hat eine Schwäche für"
Finn hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn hofft, eines Tages"
Finn ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn ist immer bereit"
Finn überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn überrascht andere oft mit"
Finn hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn hat schon immer davon geträumt"
Finn hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Finn hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Finn.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Finn.
Erzähle, was Finn besonders macht.;0;0;Name;Name0;Erzähle, was Finn besonders macht.
Beschreibe einen typischen Tag im Leben von Finn, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Finn, in der dritten Person.
Gabriel arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel arbeitete als"
Gabriel ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist ein sehr guter"
Gabriel ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist sehr gut darin"
Gabriel ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist bekannt als"
Gabriel ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist der beste"
Gabriel ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist"
Gabriel mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel mag"
Gabriel ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist dazu bestimmt"
Gabriel verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Gabriel.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Gabriel.
Beschreibe Gabriel in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Gabriel in der dritten Person."
Gabriel hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel hat eine Leidenschaft für"
Gabriel verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel verbringt seine Freizeit gerne mit"
Gabriel wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel wird oft beschrieben als"
Gabriel ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist stolz auf"
Gabriel möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel möchte in Zukunft gerne"
Gabriel hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel hat eine Schwäche für"
Gabriel hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel hofft, eines Tages"
Gabriel ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel ist immer bereit"
Gabriel überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel überrascht andere oft mit"
Gabriel hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel hat schon immer davon geträumt"
Gabriel hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Gabriel hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Gabriel.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Gabriel.
Erzähle, was Gabriel besonders macht.;0;0;Name;Name0;Erzähle, was Gabriel besonders macht.
Beschreibe einen typischen Tag im Leben von Gabriel, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Gabriel, in der dritten Person.
Hamza arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza arbeitete als"
Hamza ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist ein sehr guter"
Hamza ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist sehr gut darin"
Hamza ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist bekannt als"
Hamza ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist der beste"
Hamza ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist"
Hamza mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza mag"
Hamza ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist dazu bestimmt"
Hamza verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Hamza.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Hamza.
Beschreibe Hamza in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Hamza in der dritten Person."
Hamza hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza hat eine Leidenschaft für"
Hamza verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza verbringt seine Freizeit gerne mit"
Hamza wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza wird oft beschrieben als"
Hamza ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist stolz auf"
Hamza möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza möchte in Zukunft gerne"
Hamza hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza hat eine Schwäche für"
Hamza hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza hofft, eines Tages"
Hamza ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza ist immer bereit"
Hamza überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza überrascht andere oft mit"
Hamza hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza hat schon immer davon geträumt"
Hamza hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Hamza hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Hamza.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Hamza.
Erzähle, was Hamza besonders macht.;0;0;Name;Name0;Erzähle, was Hamza besonders macht.
Beschreibe einen typischen Tag im Leben von Hamza, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Hamza, in der dritten Person.
Ibrahim arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim arbeitete als"
Ibrahim ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist ein sehr guter"
Ibrahim ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist sehr gut darin"
Ibrahim ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist bekannt als"
Ibrahim ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist der beste"
Ibrahim ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist"
Ibrahim mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim mag"
Ibrahim ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist dazu bestimmt"
Ibrahim verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Ibrahim.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Ibrahim.
Beschreibe Ibrahim in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Ibrahim in der dritten Person."
Ibrahim hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim hat eine Leidenschaft für"
Ibrahim verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim verbringt seine Freizeit gerne mit"
Ibrahim wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim wird oft beschrieben als"
Ibrahim ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist stolz auf"
Ibrahim möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim möchte in Zukunft gerne"
Ibrahim hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim hat eine Schwäche für"
Ibrahim hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim hofft, eines Tages"
Ibrahim ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim ist immer bereit"
Ibrahim überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim überrascht andere oft mit"
Ibrahim hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim hat schon immer davon geträumt"
Ibrahim hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Ibrahim hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Ibrahim.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Ibrahim.
Erzähle, was Ibrahim besonders macht.;0;0;Name;Name0;Erzähle, was Ibrahim besonders macht.
Beschreibe einen typischen Tag im Leben von Ibrahim, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Ibrahim, in der dritten Person.
Jan arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan arbeitete als"
Jan ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist ein sehr guter"
Jan ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist sehr gut darin"
Jan ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist bekannt als"
Jan ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist der beste"
Jan ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist"
Jan mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan mag"
Jan ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist dazu bestimmt"
Jan verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Jan.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Jan.
Beschreibe Jan in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Jan in der dritten Person."
Jan hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan hat eine Leidenschaft für"
Jan verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan verbringt seine Freizeit gerne mit"
Jan wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan wird oft beschrieben als"
Jan ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist stolz auf"
Jan möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan möchte in Zukunft gerne"
Jan hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan hat eine Schwäche für"
Jan hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan hofft, eines Tages"
Jan ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan ist immer bereit"
Jan überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan überrascht andere oft mit"
Jan hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan hat schon immer davon geträumt"
Jan hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Jan hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Jan.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Jan.
Erzähle, was Jan besonders macht.;0;0;Name;Name0;Erzähle, was Jan besonders macht.
Beschreibe einen typischen Tag im Leben von Jan, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Jan, in der dritten Person.
Johannes arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes arbeitete als"
Johannes ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist ein sehr guter"
Johannes ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist sehr gut darin"
Johannes ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist bekannt als"
Johannes ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist der beste"
Johannes ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist"
Johannes mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes mag"
Johannes ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist dazu bestimmt"
Johannes verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Johannes.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Johannes.
Beschreibe Johannes in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Johannes in der dritten Person."
Johannes hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes hat eine Leidenschaft für"
Johannes verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes verbringt seine Freizeit gerne mit"
Johannes wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes wird oft beschrieben als"
Johannes ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist stolz auf"
Johannes möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes möchte in Zukunft gerne"
Johannes hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes hat eine Schwäche für"
Johannes hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes hofft, eines Tages"
Johannes ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes ist immer bereit"
Johannes überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes überrascht andere oft mit"
Johannes hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes hat schon immer davon geträumt"
Johannes hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Johannes hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Johannes.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Johannes.
Erzähle, was Johannes besonders macht.;0;0;Name;Name0;Erzähle, was Johannes besonders macht.
Beschreibe einen typischen Tag im Leben von Johannes, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Johannes, in der dritten Person.
Josef arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef arbeitete als"
Josef ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist ein sehr guter"
Josef ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist sehr gut darin"
Josef ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist bekannt als"
Josef ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist der beste"
Josef ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist"
Josef mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef mag"
Josef ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist dazu bestimmt"
Josef verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Josef.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Josef.
Beschreibe Josef in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Josef in der dritten Person."
Josef hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef hat eine Leidenschaft für"
Josef verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef verbringt seine Freizeit gerne mit"
Josef wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef wird oft beschrieben als"
Josef ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist stolz auf"
Josef möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef möchte in Zukunft gerne"
Josef hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef hat eine Schwäche für"
Josef hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef hofft, eines Tages"
Josef ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef ist immer bereit"
Josef überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef überrascht andere oft mit"
Josef hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef hat schon immer davon geträumt"
Josef hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Josef hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Josef.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Josef.
Erzähle, was Josef besonders macht.;0;0;Name;Name0;Erzähle, was Josef besonders macht.
Beschreibe einen typischen Tag im Leben von Josef, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Josef, in der dritten Person.
Karl arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl arbeitete als"
Karl ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist ein sehr guter"
Karl ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist sehr gut darin"
Karl ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist bekannt als"
Karl ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist der beste"
Karl ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist"
Karl mag;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl mag"
Karl ist dazu bestimmt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist dazu bestimmt"
Karl verdient seinen Lebensunterhalt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl verdient seinen Lebensunterhalt als"
Schreibe eine kurze Geschichte in der dritten Person über Karl.;0;0;Name;Name0;Schreibe eine kurze Geschichte in der dritten Person über Karl.
Beschreibe Karl in der dritten Person.;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Beschreibe Karl in der dritten Person."
Karl hat eine Leidenschaft für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl hat eine Leidenschaft für"
Karl verbringt seine Freizeit gerne mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl verbringt seine Freizeit gerne mit"
Karl wird oft beschrieben als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl wird oft beschrieben als"
Karl ist stolz auf;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist stolz auf"
Karl möchte in Zukunft gerne;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl möchte in Zukunft gerne"
Karl hat eine Schwäche für;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl hat eine Schwäche für"
Karl hofft, eines Tages;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl hofft, eines Tages"
Karl ist immer bereit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl ist immer bereit"
Karl überrascht andere oft mit;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl überrascht andere oft mit"
Karl hat schon immer davon geträumt;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl hat schon immer davon geträumt"
Karl hat erfolgreich;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Karl hat erfolgreich"
Verfasse einen kurzen Text in der dritten Person über Karl.;0;0;Name;Name0;Verfasse einen kurzen Text in der dritten Person über Karl.
Erzähle, was Karl besonders macht.;0;0;Name;Name0;Erzähle, was Karl besonders macht.
Beschreibe einen typischen Tag im Leben von Karl, in der dritten Person.;0;0;Name;Name0;Beschreibe einen typischen Tag im Leben von Karl, in der dritten Person.
Leo arbeitete als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Leo arbeitete als"
Leo ist ein sehr guter;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Leo ist ein sehr guter"
Leo ist sehr gut darin;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Leo ist sehr gut darin"
Leo ist bekannt als;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Leo ist bekannt als"
Leo ist der beste;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Leo ist der beste"
Leo ist;0;1;Name;Name0;"Beende den folgenden Satz und schreibe einen kurzen Text dazu:
Leo ist"
